Trial ID,Milestone,Release Tag,Paradigm,Instance Family,Machine Type,vCPU Count,Silicon Architecture,Concurrency Parameter,Concurrency Value,Benchmark Command,Min Time (s),Max Time (s),Avg Time (s),Concurrent Blocks in Flight (L),Required Bare-Metal VM/Cluster Units
24,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=4,260.102,260.102,260.102,2602,651
25,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=5,260.102,260.102,260.102,2602,521
26,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=6,6,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=6,260.102,260.102,260.102,2602,434
27,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=7,7,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=7,260.102,260.102,260.102,2602,372
28,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=8,8,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=8,260.102,260.102,260.102,2602,326
29,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=9,9,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=9,260.102,260.102,260.102,2602,290
30,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,JOBS=10,10,cloud-bench-run TARGET=prover-c4a-highcpu-48 SHAPE=c4a-highcpu-48 JOBS=10,260.102,260.102,260.102,2602,261
31,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=1,209.373,209.373,209.373,2094,2094
32,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=2,209.373,209.373,209.373,2094,1047
33,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=3,209.373,209.373,209.373,2094,698
34,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=4,209.373,209.373,209.373,2094,524
35,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=5,209.373,209.373,209.373,2094,419
36,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=6,6,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=6,209.373,209.373,209.373,2094,349
37,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=7,7,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=7,209.373,209.373,209.373,2094,300
38,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=8,8,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=8,209.373,209.373,209.373,2094,262
39,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=9,9,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=9,209.373,209.373,209.373,2094,233
40,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,JOBS=10,10,cloud-bench-run TARGET=prover-c4a-highcpu-64 SHAPE=c4a-highcpu-64 JOBS=10,209.373,209.373,209.373,2094,210
41,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=1,1,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=1,195.12,195.12,195.12,1952,1952
42,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=2,2,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=2,195.12,195.12,195.12,1952,976
43,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=3,3,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=3,195.12,195.12,195.12,1952,651
44,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=4,4,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=4,195.12,195.12,195.12,1952,488
45,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=5,5,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=5,195.12,195.12,195.12,1952,391
46,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=6,6,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=6,195.12,195.12,195.12,1952,326
47,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=7,7,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=7,195.12,195.12,195.12,1952,279
48,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=8,8,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=8,195.12,195.12,195.12,1952,244
49,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=9,9,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=9,195.12,195.12,195.12,1952,217
50,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,JOBS=10,10,cloud-bench-run TARGET=prover-c4a-highcpu-72 SHAPE=c4a-highcpu-72 JOBS=10,195.12,195.12,195.12,1952,196
51,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=1,310.2,310.2,310.2,3102,3102
52,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=2,310.2,310.2,310.2,3102,1551
53,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=3,310.2,310.2,310.2,3102,1034
54,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=4,310.2,310.2,310.2,3102,776
55,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=5,310.2,310.2,310.2,3102,621
56,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=6,6,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=6,310.2,310.2,310.2,3102,517
57,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=7,7,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=7,310.2,310.2,310.2,3102,444
58,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=8,8,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=8,310.2,310.2,310.2,3102,388
59,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=9,9,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=9,310.2,310.2,310.2,3102,345
60,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,JOBS=10,10,cloud-bench-run TARGET=prover-c4d-highcpu-16 SHAPE=c4d-highcpu-16 JOBS=10,310.2,310.2,310.2,3102,311
61,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=1,170.1,170.1,170.1,1701,1701
62,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=2,170.1,170.1,170.1,1701,851
63,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=3,170.1,170.1,170.1,1701,567
64,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=4,170.1,170.1,170.1,1701,426
65,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=5,170.1,170.1,170.1,1701,341
66,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=6,6,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=6,170.1,170.1,170.1,1701,284
67,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=7,7,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=7,170.1,170.1,170.1,1701,243
68,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=8,8,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=8,170.1,170.1,170.1,1701,213
69,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=9,9,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=9,170.1,170.1,170.1,1701,189
70,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,JOBS=10,10,cloud-bench-run TARGET=prover-c4d-highcpu-32 SHAPE=c4d-highcpu-32 JOBS=10,170.1,170.1,170.1,1701,171
71,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=1,125.05,125.05,125.05,1251,1251
72,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=2,125.05,125.05,125.05,1251,626
73,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=3,125.05,125.05,125.05,1251,417
74,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=4,125.05,125.05,125.05,1251,313
75,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=5,125.05,125.05,125.05,1251,251
76,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=6,6,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=6,125.05,125.05,125.05,1251,209
77,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=7,7,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=7,125.05,125.05,125.05,1251,179
78,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=8,8,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=8,125.05,125.05,125.05,1251,157
79,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=9,9,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=9,125.05,125.05,125.05,1251,139
80,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,JOBS=10,10,cloud-bench-run TARGET=prover-c4d-highcpu-48 SHAPE=c4d-highcpu-48 JOBS=10,125.05,125.05,125.05,1251,126
81,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=1,99.498,99.498,99.498,995,995
82,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=2,99.498,99.498,99.498,995,498
83,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=3,3,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=3,99.498,99.498,99.498,995,332
84,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=4,4,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=4,99.498,99.498,99.498,995,249
85,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=5,5,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=5,99.498,99.498,99.498,995,199
86,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=6,6,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=6,99.498,99.498,99.498,995,166
87,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=7,7,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=7,99.498,99.498,99.498,995,143
88,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=8,8,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=8,99.498,99.498,99.498,995,125
89,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=9,9,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=9,99.498,99.498,99.498,995,111
90,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,JOBS=10,10,cloud-bench-run TARGET=prover-c4d-highcpu-64 SHAPE=c4d-highcpu-64 JOBS=10,99.498,99.498,99.498,995,100
91,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=1,1,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=1,72.1,72.1,72.1,721,721
92,Monolithic v0.0.1,v0.0.1-single-vm-proof-gen,Monolith,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,JOBS=2,2,cloud-bench-run TARGET=prover-c4d-highcpu-96 SHAPE=c4d-highcpu-96 JOBS=2,72.1,72.1,72.1,721,361
